y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
32.01272727,23.50292881,15.6614021,40.83675455,16.64273636,24.02573636,1.466218182,179.3018182,147.8654545,130.3072727,126.3636364,456.9472727,41.18181818,94.3271459,3.877553962,85.84757226,16.85137779,4.582617569,94.3,3.6,83.7,12.88659794,4.12371134
31.142,22.53769814,15.01821138,38.32654,16.75012,27.00473,1.63307,174.416,144.189,122.711,124.4,452.545,41.103,94.56612492,3.786036334,86.48808261,17.83237303,4.448709866,94.4,3.3,84.7,10.40118871,2.823179792
31.95818182,23.63376143,15.74858368,44.75277273,14.47098182,22.55882727,1.576736364,175.2036364,147.3409091,113.2509091,125.4545455,441.7927273,38.53363636,93.24542705,3.708575001,85.55811302,14.44263981,4.349346843,93.2,3.3,84.2,12.45136187,4.280155642
38.71428571,27.21347449,18.13395982,38.6347,17.75862857,25.1854,1.471971429,190.3971429,146.9071429,145.28,118.8571429,501.0071429,44.83285714,94.0780252,3.560794673,85.56977213,16.32241805,4.563546264,93.2,3.1,84.3,13.2038835,3.495145631
32.348,24.61751062,16.40411439,37.95564,17.4355,26.30028,1.54067,176.673,147.831,125.517,123,447.217,40.652,94.86193572,3.871750563,85.9630074,13.2485221,3.558255386,93,3.4,84,13.2038835,3.495145631
30.94666667,24.00002174,15.99264474,39.84613333,16.83676667,25.1016,1.510341667,173.3766667,144.7825,111.1758333,126.5833333,441.1741667,38.20083333,94.77122384,3.929694644,85.87075687,21.87435374,7.232283919,93.5,3.3,84.4,13.2038835,3.495145631
32.45090909,25.15258328,16.76066519,43.54371818,15.93510909,22.59618182,1.427172727,181.1627273,148.1854545,130.6818182,126.8181818,461.4163636,41.38818182,94.29209608,3.671997026,85.72373575,14.19717806,2.35232977,93.5,3.4,84,16.4882227,3.854389722
32.30222222,21.24047399,14.15379363,39.02977778,17.05803333,26.1579,1.567966667,175.2888889,145.3911111,120.5822222,122.1111111,445.3777778,39.95333333,94.76478515,3.625859421,86.44212525,15.12634038,5.103009385,93.5,3.3,84.4,10.72555205,2.839116719
35.06,23.17364219,15.4419788,41.78456667,16.11762222,24.0354,1.518655556,192.7655556,144.1944444,121.0311111,123.6666667,481.0111111,42.12333333,93.90570788,3.636283003,85.73761815,16.56524683,3.8026928,93.8,3.5,84.2,17.77777778,3.076923077
32.88454545,24.30919447,16.19866496,42.23827273,16.25688182,23.47478182,1.455554545,186.2872727,150.5327273,137.4763636,128.6363636,466.4163636,39.80181818,93.73639246,3.555798291,85.51488428,13.75780284,4.307098637,93.8,3.4,84,12.44725738,4.852320675
32.476,21.33261218,14.21519079,40.60872,16.23655,25.49821,1.60743,180.714,146.871,127.741,124.9,458.164,40.696,93.03912177,3.831273938,85.20964614,12.98983159,2.490362573,93,3.5,83.8,14.78873239,2.992957746
32.37,23.80277169,15.86120528,47.4517,14.02944167,20.71148333,1.489625,174.4041667,147.6233333,111.6433333,124.5,448.0591667,38.425,93.04513002,3.660440981,85.18874364,21.8524531,8.67646283,92.9,3.4,83.8,16.47940075,4.868913858
33.436,23.17273768,15.44137607,42.34666,16.19894,22.90514,1.43819,183.621,149.715,134.554,126,468.976,41.633,93.64126305,3.440911132,85.68069016,14.10553793,4.005808878,92.9,3.2,84.6,14.66083151,4.595185996
33.418,23.37299255,15.57481783,40.48806,16.44455,24.88007,1.5332,176.512,147.766,124.18,117.9,437.527,40.859,93.58531332,3.669438867,85.78017317,15.84505053,4.641443212,93.2,3.4,84,12.92517007,2.551020408
33.11666667,22.98383526,15.31549914,42.72130833,15.65470833,23.39191667,1.505391667,181.7425,152.4008333,119.9041667,125.1666667,449.4941667,38.24666667,93.58330197,3.943064178,85.77083935,15.61603195,4.568682891,92.9,3.5,83.9,13.33333333,2.352941176
33.456,24.47948632,16.31214057,40.29183,17.12415,23.83596,1.41873,188.217,151.623,142.209,127.5,465.741,40.65,93.37856063,3.599315569,85.741362,15.14882343,3.621489386,92.9,3.4,84,12.65306122,2.244897959
32.53333333,34.17741647,22.77444937,41.06525556,15.8667,25.74927778,1.642577778,181.0666667,149.2288889,129.0255556,123.7777778,446.7844444,40.11666667,93.17280741,3.613648927,85.08718427,17.97018583,5.516575196,93.9,3.5,84.2,14.53488372,2.906976744
32.72909091,30.47676996,20.30848806,43.40924545,14.88296364,24.25908182,1.639345455,181.03,145.6818182,118.1963636,124.3636364,462.8290909,40.06272727,93.90561068,3.743122196,85.49039042,15.65680482,4.456028782,94.3,3.7,84.5,17.59581882,6.794425087
31.81818182,27.41345979,18.26722194,40.20230909,16.91894545,24.28351818,1.481027273,183.0418182,151.3563636,135.7563636,127.9090909,447.94,39.37181818,94.13465898,3.751802323,85.60761764,17.72186595,4.924123757,94.3,3.5,84.6,14.28571429,3.238095238
31.906,24.24417007,16.15533533,38.6808,17.71083,24.69119,1.40707,176.587,150.738,124.635,126.6,445.142,39.003,93.48492782,3.834963164,85.43569783,21.17249848,7.025373215,93.3,3.3,84.7,17.73504274,4.05982906
32.82272727,24.14913569,16.09200826,40.22569091,16.12880909,24.865,1.557018182,176.5190909,145.6390909,113.4863636,123.2727273,457.41,39.66,93.55157276,3.70059966,85.58128972,16.89717009,4.928228768,94.1,3.2,85,14.71774194,5.241935484
32.651,20.52741905,13.67864263,35.93552,18.02815,27.81984,1.56175,177.984,147.898,133.074,123,450.057,41.694,94.53128427,3.903107602,85.63545847,22.8017372,8.748518756,94.1,3.5,84.5,16.3310962,5.14541387
32.23888889,23.75208715,15.82743115,41.25795556,16.7071,24.01778889,1.447733333,173.5477778,145.88,121.0066667,124.4444444,449.9133333,40.23888889,94.40480452,3.753037372,85.65508213,20.76033538,6.86154505,94.6,3.5,84.6,17.03406814,4.008016032
33.22166667,32.55186572,21.69124803,40.75045833,16.777275,24.02896667,1.444366667,178.3141667,149.0975,115.1208333,122.5,454.54,39.46416667,94.38232366,3.687601047,85.54458789,19.01777418,6.107115711,94.7,3.7,84.5,15.07633588,4.389312977
32.61,33.10312233,22.05858316,38.89405,18.02325,24.31955,1.383,152.68,154.315,131.695,112.5,395.665,40.965,94.17919685,3.68528012,85.53969191,16.27471654,4.824330274,94.7,3.7,84.3,15.07633588,4.389312977
37.41,27.27781572,18.17683421,39.80483,17.24546,24.36331,1.45674,191.444,147.698,133.604,123.4,503.089,44.076,94.02167383,3.561845779,85.91995909,14.66682435,3.526859571,93.4,3.5,84.2,10.07905138,2.766798419
32.86272727,26.34982498,17.55845868,41.55603636,16.02050909,24.7733,1.585463636,174.3145455,148.1845455,111.59,123.5454545,448.0527273,38.74909091,94.53833928,3.841710347,85.58138919,16.58234465,3.972566238,93.4,3.4,84,14.1453831,3.73280943
32.082,23.32859729,15.54523462,36.17836,18.58593,27.01709,1.47839,175.028,144.69,130.368,123.9,455.495,41.79,94.18460257,4.271898841,85.49893991,14.81414894,4.047391815,93.4,3.7,84.1,15.20979021,3.671328671
31.644,24.14673075,16.09040571,38.51874,17.07642,25.9028,1.53304,174.862,145.599,124.288,126.2,451.304,39.63,93.69526996,3.6699784,85.15563569,15.94247083,3.932573824,94.2,3.7,85,15.18404908,3.987730061
34.42181818,23.72621902,15.81019368,38.05193636,15.10909091,25.90251818,2.876672727,182.02,147.5545455,118.5418182,122.9090909,471.2645455,40.67727273,94.1629308,3.655346606,85.00639377,14.9889928,4.380946982,94.1,3.7,85.2,14.25818882,4.431599229
33.778,21.78948319,14.51963118,37.40975,17.48542,27.23714,1.57277,177.756,146.176,131.217,124.3,458.448,43.144,94.2149338,4.245836199,84.921413,16.45351748,4.555584692,94.1,3.8,84.7,14.21487603,4.297520661
31.314,22.91771886,15.27144184,34.80402,18.72368,27.96531,1.50185,175.535,146.258,124.123,126.6,449.739,40.06,94.80274811,4.086136478,85.82203045,18.27013749,5.632738347,94.1,3.7,84.4,15.50387597,5.426356589
33.645,20.68621107,13.78445521,37.819225,17.5670875,26.0691625,1.5060875,181.99625,153.21125,119.055,123.5,442.6775,38.79,94.38949907,4.020744913,85.50632717,17.25578189,5.323114756,92.9,3.6,83,14.3126177,5.084745763
33.816,22.38592589,14.91707649,38.01204,17.65935,26.10213,1.50598,184.905,147.475,134.849,123.2,468.915,43.285,93.55410571,4.176181986,85.54256273,17.52664325,5.762188892,92.9,3.8,83.6,13.48684211,3.618421053
33.468,23.52857242,15.67848997,38.29433,19.96155,24.3935,1.30818,177.098,150.06,123.907,123.6,453.928,40.505,94.26938205,3.994674775,85.76959808,21.42358825,6.44553247,93.2,3.7,83.8,14.20765027,4.189435337
31.89090909,23.29025789,15.51968679,39.56753636,16.95936364,25.07557273,1.482918182,174.7136364,152.0345455,110.9618182,122.6363636,431.2245455,37.17909091,94.49949342,3.78200747,85.64162645,17.34667197,5.862749588,92,3.5,83.4,12.80148423,4.823747681
33.512,22.55609327,15.03046916,39.26185,17.36684,24.8311,1.45597,177.407,147.754,127.612,119.9,452.348,41.435,93.57525309,3.895501249,85.60170672,14.10318177,2.91388511,92,4,84,11.78120617,3.786816269
41.404,24.43616938,16.28327591,40.0808,17.2775,25.10856,1.46524,208.404,144.228,142.586,119.2,548.448,48.746,93.16638344,3.641039635,85.4181308,14.66349602,4.897050944,92.3,3.4,83.7,13.83399209,4.743083004
32.23833333,20.44183653,13.6216139,38.91166667,16.720125,26.37151667,1.589691667,174.4066667,148.3175,112.9625,122.75,443.5366667,37.6125,93.92116553,3.708422137,85.71459595,18.62809623,5.302727113,92.5,3.2,83.8,12.16494845,3.711340206
32.752,25.29461827,16.85531156,37.08828,18.27061,26.17169,1.43613,179.872,151.255,130.985,127,454.246,40.249,94.0730037,3.671758577,85.60402912,22.68254693,6.920829653,92.5,3.1,84.1,17.40674956,2.131438721
33.233,31.77184565,21.17147418,39.00622,17.3896,24.90439,1.44484,186.723,153.586,134.18,126.2,454.852,38.751,93.74031095,3.562098212,85.32753996,15.07418432,4.302145056,92.2,3.1,84.1,10.67761807,3.285420945
34.17454545,19.28575509,21.05161228,42.5766,16.28602727,22.74828182,1.412909091,181.3945455,146.9072727,125.4927273,118.1818182,451.5509091,42.13454545,93.8229728,3.574787259,86.1391599,12.5450359,1.367793739,92.6,3.6,83.7,15.54404145,1.727115717
32.38,19.83602003,21.65226101,40.24338,16.94687,24.42331,1.44732,175.077,151.022,125.015,125.2,444.622,40.018,93.57218087,3.579617852,85.88071816,19.20054867,6.079052403,92.6,3.3,84,13.96508728,3.990024938
32.87625,20.78468703,22.68779059,39.5363375,17.8716,23.6674375,1.3325875,182.585,151.2175,131.6775,125.5,455.2875,40.3725,93.05010779,3.884001319,84.77473694,16.33329233,4.063938586,92.7,3.3,83.9,12,4
33.79636364,17.00225134,18.5590246,37.79500909,17.20911818,26.43509091,1.557090909,181.2509091,148.3963636,117.9736364,120.3636364,442.7081818,40.49454545,94.94923541,3.796809244,85.72366029,18.19476879,4.835795424,93.4,3.7,84,9.541284404,2.385321101
31.60363636,19.10693128,20.85641487,37.63347273,18.16664545,25.39766364,1.407136364,174.5272727,149.0727273,124.4945455,126.1818182,441.1972727,39.53090909,93.83128066,3.978879905,85.55565793,15.91569984,4.481447421,93.4,3.7,84.1,8.759124088,2.189781022
33.18857143,21.48767613,23.45514732,38.39252857,17.475,25.31107143,1.464642857,184.8014286,151.4828571,134.9371429,126.7142857,458.52,40.90714286,93.55637857,3.463706941,85.51660014,15.23634908,5.415911282,93.8,3.5,84.1,9.741550696,3.37972167
33.2675,21.86210225,23.86385693,40.3643,17.0950875,23.4743375,1.40405,177.51625,152.4575,123.55625,120.5,427.32375,39.97125,94.27208858,3.705164235,85.46142445,12.51573563,1.802690979,94.7,3.5,83.8,11.2745098,2.287581699
81.2,47.81113976,52.18886024,47.19835,14.82365,17.91865,1.2267,239.165,144.445,160.57,92.5,740.8,53.95,92.49982811,3.353871191,83.70446367,11.2745098,2.287581699,93.1,3.5,83.3,11.2745098,2.287581699
40.42142857,47.81113976,52.18886024,43.10917143,15.89621429,20.64264286,1.313571429,171.4871429,149.14,117.3528571,111.8571429,508.5271429,35.95857143,93.56572725,3.259931243,83.76448086,10.2,3.2,93,3.5,83.3,10.2,3.2
37.272,24.69586117,26.95708268,39.57797,16.97203,24.58581,1.49902,191.845,152.259,128.657,115.8,461.915,40.866,92.9514075,3.698428256,84.70941279,13.226296,3.469075425,93,3.5,83.3,11.70018282,3.473491773
34.819,20.32443561,22.18539728,39.373,17.64216,23.95716,1.40612,185.984,151.661,132.101,123.6,461.568,40.985,93.80625344,3.868961208,85.01986615,17.48368271,5.056206325,93,3.5,83.3,16.96869852,4.118616145
35.01555556,23.51590877,25.66909057,39.31082222,16.81452222,24.99543333,1.530355556,177.5388889,149.5811111,121.0777778,117,455.5788889,40.08777778,94.77445716,3.934232824,85.41095934,15.3170348,4.763393078,93,3.5,83.3,14.59074733,3.736654804
40.276,47.33357565,51.66756905,39.93046,16.56315,24.63885,1.52917,178.138,150.46,116.848,109,479.902,35.022,93.40279853,3.416986929,84.01338961,15.82621334,4.562274315,93,3.5,83.3,15.76763485,4.564315353
34.736,32.97004027,35.98886854,34.28132,18.56686,28.1129,1.53282,184.482,146.652,133.252,122,483.606,41.749,94.29454452,3.697048744,85.49444479,15.69949008,3.228498355,93,3.5,83.3,16.06367583,3.762662808
33.992,21.48387464,23.45099775,38.10965,17.67775,25.50306,1.48784,177.939,147.658,123.667,121.1,464.184,41.414,94.79613275,4.329539281,85.33613681,14.92246603,3.07181843,93,3.5,83.3,15.37037037,3.888888889
33.12333333,20.36112163,22.22544237,34.95029167,18.494125,27.656,1.519733333,183.3991667,149.8091667,120.7216667,124.3333333,442.5541667,39.68166667,94.65312462,4.091169286,85.64063622,18.19624682,6.106711436,93,3.5,83.3,10.88082902,3.454231434
33.172,21.02909991,22.95458259,37.54712,17.34655,26.56223,1.55191,185.113,145.228,131.815,122,465.967,42.244,94.68140771,4.043650147,85.62506848,17.13619324,6.084274933,93,3.5,83.3,11.29032258,4.838709677
32.332,19.35817031,21.13065804,37.81096,17.72443,25.55112,1.4869,175.698,148.761,115.806,122.9,441.71,38.754,95.22300419,4.277101605,85.9181254,20.88109446,5.734570138,94.6,4.3,84.5,13.15280464,2.707930368
32.91272727,19.71679499,21.52211939,35.13936364,18.43376364,27.35992727,1.507845455,179.8872727,150.4827273,119.4190909,124,440.2445455,39.73727273,94.93510955,4.178697533,85.66705028,25.52293649,9.747341418,94.9,3.7,85,18.20330969,6.855791962
33.915,18.79213394,20.51279382,38.22193,17.57957,25.51192,1.49373,181.114,146.427,125.184,119.7,463.662,43.797,94.35322011,4.04365764,85.58789605,17.3114526,5.444126051,94.9,3.7,84.6,11.58536585,2.743902439
